"ensembl_transcript_id","symbol","exp","chromosome_name","ensembl_gene_id","external_gene_name","transcript_length","gene_biotype","transcript_biotype","num_exons"
"ENST00000401707","POP1-202","Downregulated","8","ENSG00000104356","POP1",4739,"protein_coding","protein_coding",16
"ENST00000401830","ENST00000401830","Upregulated","5","ENSG00000293060","ENSG00000293060",930,"lncRNA","lncRNA",1
"ENST00000401869","STK25-202","Upregulated","2","ENSG00000115694","STK25",2251,"protein_coding","protein_coding",11
"ENST00000401959","SNU13-202","Upregulated","22","ENSG00000100138","SNU13",1458,"protein_coding","protein_coding",3
"ENST00000401987","PPP1R7-203","Upregulated","2","ENSG00000115685","PPP1R7",820,"protein_coding","protein_coding",8
"ENST00000402131","SERF2-204","Downregulated","15","ENSG00000140264","SERF2",586,"protein_coding","protein_coding",3
"ENST00000402136","THAP4-202","Downregulated","2","ENSG00000176946","THAP4",785,"protein_coding","protein_coding",5
"ENST00000402285","RPS27A-202","Downregulated","2","ENSG00000143947","RPS27A",705,"protein_coding","protein_coding",6
"ENST00000402312","WDR25-202","Upregulated","14","ENSG00000176473","WDR25",1923,"protein_coding","protein_coding",7
"ENST00000402361","SLC66A3-202","Downregulated","2","ENSG00000162976","SLC66A3",696,"protein_coding","protein_coding",6
"ENST00000402377","ZNF681-201","Downregulated","19","ENSG00000196172","ZNF681",6497,"protein_coding","protein_coding",4
"ENST00000402563","FAM210A-202","Downregulated","18","ENSG00000177150","FAM210A",4240,"protein_coding","protein_coding",4
"ENST00000402673","SAR1B-201","Downregulated","5","ENSG00000152700","SAR1B",6517,"protein_coding","protein_coding",7
"ENST00000402697","PRAME-203","Downregulated","22","ENSG00000185686","PRAME",2057,"protein_coding","protein_coding",6
"ENST00000402718","COMMD5-202","Upregulated","8","ENSG00000170619","COMMD5",1305,"protein_coding","protein_coding",2
"ENST00000402744","CPE-201","Downregulated","4","ENSG00000109472","CPE",2582,"protein_coding","protein_coding",9
"ENST00000402802","PDGFA-203","Downregulated","7","ENSG00000197461","PDGFA",2742,"protein_coding","protein_coding",6
"ENST00000403000","TMEM276-202","Upregulated","8","ENSG00000291317","TMEM276",1477,"protein_coding","protein_coding",2
"ENST00000403028","DTWD1-202","Downregulated","15","ENSG00000104047","DTWD1",13699,"protein_coding","protein_coding",5
"ENST00000403172","PYCR1-204","Upregulated","17","ENSG00000183010","PYCR1",1811,"protein_coding","protein_coding",7
"ENST00000403197","NMNAT1-202","Upregulated","1","ENSG00000173614","NMNAT1",1094,"protein_coding","protein_coding",5
"ENST00000403326","CIMAP1B-203","Downregulated","22","ENSG00000177989","CIMAP1B",643,"protein_coding","protein_coding",5
"ENST00000403346","STK25-203","Downregulated","2","ENSG00000115694","STK25",2210,"protein_coding","protein_coding",12
"ENST00000403376","CLPSL2-202","Downregulated","6","ENSG00000196748","CLPSL2",426,"protein_coding","protein_coding",3
"ENST00000403444","CEACAM1-207","Upregulated","19","ENSG00000079385","CEACAM1",3427,"protein_coding","protein_coding",8
"ENST00000403564","RPS7-201","Downregulated","2","ENSG00000171863","RPS7",764,"protein_coding","protein_coding",7
"ENST00000403633","BUD31-202","Downregulated","7","ENSG00000106245","BUD31",1139,"protein_coding","protein_coding",6
"ENST00000403712","SH3YL1-205","Upregulated","2","ENSG00000035115","SH3YL1",1695,"protein_coding","protein_coding",9
"ENST00000403729","ANTXR2-203","Downregulated","4","ENSG00000163297","ANTXR2",8419,"protein_coding","protein_coding",17
"ENST00000403747","UBE2I-206","Upregulated","16","ENSG00000103275","UBE2I",1407,"protein_coding","protein_coding",8
"ENST00000403766","UBAC2-203","Upregulated","13","ENSG00000134882","UBAC2",2259,"protein_coding","protein_coding",9
"ENST00000403825","IFRD1-202","Downregulated","7","ENSG00000006652","IFRD1",3269,"protein_coding","protein_coding",12
"ENST00000403892","TST-202","Upregulated","22","ENSG00000128311","TST",1797,"protein_coding","protein_coding",2
"ENST00000403906","ZNF610-203","Downregulated","19","ENSG00000167554","ZNF610",2921,"protein_coding","protein_coding",6
"ENST00000403994","TPM1-207","Downregulated","15","ENSG00000140416","TPM1",1217,"protein_coding","protein_coding",10
"ENST00000404022","RBBP7-204","Downregulated","X","ENSG00000102054","RBBP7",1904,"protein_coding","protein_coding",12
"ENST00000404172","GSTT2B-202","Downregulated","22","ENSG00000133433","GSTT2B",819,"protein_coding","protein_coding",5
"ENST00000404220","IFNAR2-205","Upregulated","21","ENSG00000159110","IFNAR2",4284,"protein_coding","protein_coding",9
"ENST00000404295","NMRAL1-202","Upregulated","16","ENSG00000153406","NMRAL1",1233,"protein_coding","protein_coding",6
"ENST00000404327","GPC1-AS1-201","Upregulated","2","ENSG00000218416","GPC1-AS1",991,"lncRNA","lncRNA",3
"ENST00000404530","MEMO1-203","Downregulated","2","ENSG00000162959","MEMO1",1516,"protein_coding","protein_coding",10
"ENST00000404535","THTPA-202","Upregulated","14","ENSG00000259431","THTPA",1779,"protein_coding","protein_coding",3
"ENST00000404589","KCTD6-202","Downregulated","3","ENSG00000168301","KCTD6",1555,"protein_coding","protein_coding",3
"ENST00000404735","RPS27A-203","Downregulated","2","ENSG00000143947","RPS27A",796,"protein_coding","protein_coding",5
"ENST00000404910","RAMP1-203","Upregulated","2","ENSG00000132329","RAMP1",857,"protein_coding","protein_coding",3
"ENST00000404933","SMS-202","Downregulated","X","ENSG00000102172","SMS",1703,"protein_coding","protein_coding",11
"ENST00000405158","SAA1-202","Upregulated","11","ENSG00000173432","SAA1",675,"protein_coding","protein_coding",4
"ENST00000405308","MDK-205","Upregulated","11","ENSG00000110492","MDK",1166,"protein_coding","protein_coding",5
"ENST00000405312","PSG4-202","Downregulated","19","ENSG00000243137","PSG4",2032,"protein_coding","protein_coding",6
"ENST00000405375","CDKN1A-203","Downregulated","6","ENSG00000124762","CDKN1A",2267,"protein_coding","protein_coding",3
"ENST00000405409","RBFOX2-205","Downregulated","22","ENSG00000100320","RBFOX2",6932,"protein_coding","protein_coding",12
"ENST00000405655","PRAME-205","Downregulated","22","ENSG00000185686","PRAME",2304,"protein_coding","protein_coding",6
"ENST00000405666","ESRRA-202","Downregulated","11","ENSG00000173153","ESRRA",2283,"protein_coding","protein_coding",7
"ENST00000405912","FEZ2-204","Downregulated","2","ENSG00000171055","FEZ2",1993,"protein_coding","protein_coding",8
"ENST00000405941","TMEM18-203","Downregulated","2","ENSG00000151353","TMEM18",654,"protein_coding","protein_coding",5
"ENST00000405954","DUSP28-202","Upregulated","2","ENSG00000188542","DUSP28",4648,"protein_coding","protein_coding",2
"ENST00000406106","PPP1R7-206","Upregulated","2","ENSG00000115685","PPP1R7",965,"protein_coding","protein_coding",9
"ENST00000406109","RPA3-204","Downregulated","7","ENSG00000106399","RPA3",434,"protein_coding","protein_coding",4
"ENST00000406246","RELA-202","Upregulated","11","ENSG00000173039","RELA",2517,"protein_coding","protein_coding",11
"ENST00000406256","GDPD3-202","Upregulated","16","ENSG00000102886","GDPD3",1078,"protein_coding","protein_coding",10
"ENST00000406324","MB-205","Upregulated","22","ENSG00000198125","MB",582,"protein_coding","protein_coding",4
"ENST00000406452","RMDN1-201","Downregulated","8","ENSG00000176623","RMDN1",2970,"protein_coding","protein_coding",10
"ENST00000406915","SYCE3-202","Downregulated","22","ENSG00000217442","SYCE3",462,"protein_coding","protein_coding",3
"ENST00000406941","ING5-202","Upregulated","2","ENSG00000168395","ING5",946,"protein_coding","protein_coding",8
"ENST00000407006","RANGRF-202","Upregulated","17","ENSG00000108961","RANGRF",1074,"protein_coding","protein_coding",4
"ENST00000407022","BSCL2-207","Upregulated","11","ENSG00000168000","BSCL2",1516,"protein_coding","protein_coding",11
"ENST00000407067","MDK-206","Upregulated","11","ENSG00000110492","MDK",1026,"protein_coding","protein_coding",4
"ENST00000407106","FAH-202","Upregulated","15","ENSG00000103876","FAH",2152,"protein_coding","protein_coding",15
"ENST00000407193","RPS14-203","Upregulated","5","ENSG00000164587","RPS14",2146,"protein_coding","protein_coding",5
"ENST00000407215","SCRN2-202","Upregulated","17","ENSG00000141295","SCRN2",1779,"protein_coding","protein_coding",7
"ENST00000407280","IFI30-201","Upregulated","19","ENSG00000216490","IFI30",988,"protein_coding","protein_coding",7
"ENST00000407293","KRTCAP3-202","Upregulated","2","ENSG00000157992","KRTCAP3",942,"protein_coding","protein_coding",6
"ENST00000407315","THAP4-204","Upregulated","2","ENSG00000176946","THAP4",2076,"protein_coding","protein_coding",6
"ENST00000407422","SMARCB1-204","Upregulated","22","ENSG00000099956","SMARCB1",1730,"protein_coding","protein_coding",9
"ENST00000407472","RTL10-203","Upregulated","22","ENSG00000215012","RTL10",6523,"protein_coding","protein_coding",3
"ENST00000407540","MATN3-201","Downregulated","2","ENSG00000132031","MATN3",2557,"protein_coding","protein_coding",8
"ENST00000407654","ERLIN1-202","Downregulated","10","ENSG00000107566","ERLIN1",1453,"protein_coding","protein_coding",12
"ENST00000407693","PTGR1-205","Downregulated","9","ENSG00000106853","PTGR1",1599,"protein_coding","protein_coding",10
"ENST00000407877","LPAR2-201","Downregulated","19","ENSG00000064547","LPAR2",1786,"protein_coding","protein_coding",3
"ENST00000407940","RPS3P4-201","Upregulated","6","ENSG00000220472","RPS3P4",730,"processed_pseudogene","processed_pseudogene",1
"ENST00000408038","BTRC-204","Downregulated","10","ENSG00000166167","BTRC",5982,"protein_coding","protein_coding",14
"ENST00000408888","RBM34-201","Downregulated","1","ENSG00000188739","RBM34",1847,"protein_coding","protein_coding",11
"ENST00000408918","CCNL2-202","Upregulated","1","ENSG00000221978","CCNL2",1186,"protein_coding","protein_coding",6
"ENST00000408926","XKR9-201","Downregulated","8","ENSG00000221947","XKR9",3200,"protein_coding","protein_coding",5
"ENST00000408945","HMSD-201","Downregulated","18","ENSG00000221887","HMSD",2102,"protein_coding","protein_coding",4
"ENST00000408953","FAM200C-201","Downregulated","5","ENSG00000221886","FAM200C",2808,"protein_coding","protein_coding",2
"ENST00000408962","HYKK-202","Downregulated","15","ENSG00000188266","HYKK",847,"protein_coding","protein_coding",5
"ENST00000408965","CEBPD-201","Upregulated","8","ENSG00000221869","CEBPD",1252,"protein_coding","protein_coding",1
"ENST00000408995","FHL2-206","Upregulated","2","ENSG00000115641","FHL2",1367,"protein_coding","protein_coding",6
"ENST00000409012","TPRN-202","Upregulated","9","ENSG00000176058","TPRN",2659,"protein_coding","protein_coding",4
"ENST00000409028","RPL31-203","Upregulated","2","ENSG00000071082","RPL31",1110,"protein_coding","protein_coding",5
"ENST00000409104","SET-205","Downregulated","9","ENSG00000119335","SET",962,"protein_coding","protein_coding",8
"ENST00000409115","PTMA-202","Upregulated","2","ENSG00000187514","PTMA",1215,"protein_coding","protein_coding",5
"ENST00000409133","TRABD2A-202","Downregulated","2","ENSG00000186854","TRABD2A",1554,"protein_coding","protein_coding",5
"ENST00000409192","FAM221A-202","Downregulated","7","ENSG00000188732","FAM221A",888,"protein_coding","protein_coding",6
"ENST00000409194","ATP5MC3-203","Upregulated","2","ENSG00000154518","ATP5MC3",795,"protein_coding","protein_coding",5
"ENST00000409197","DYNC1I2-203","Downregulated","2","ENSG00000077380","DYNC1I2",2572,"protein_coding","protein_coding",16
"ENST00000409248","NICOL1-201","Upregulated","4","ENSG00000243449","NICOL1",425,"protein_coding","protein_coding",4
"ENST00000409276","SRSF7-202","Downregulated","2","ENSG00000115875","SRSF7",1050,"protein_coding","protein_coding",8
"ENST00000409292","LSM5-202","Downregulated","7","ENSG00000106355","LSM5",538,"protein_coding","protein_coding",5
"ENST00000409299","PXMP4-203","Upregulated","20","ENSG00000101417","PXMP4",5690,"protein_coding","protein_coding",4
"ENST00000409320","RPL31-205","Upregulated","2","ENSG00000071082","RPL31",716,"protein_coding","protein_coding",4
"ENST00000409322","EIF4E2-204","Upregulated","2","ENSG00000135930","EIF4E2",797,"protein_coding","protein_coding",6
"ENST00000409368","SUMO1-206","Downregulated","2","ENSG00000116030","SUMO1",1187,"protein_coding","protein_coding",6
"ENST00000409373","MLPH-203","Upregulated","2","ENSG00000115648","MLPH",2031,"protein_coding","protein_coding",13
"ENST00000409393","CRIP1-203","Downregulated","14","ENSG00000213145","CRIP1",677,"protein_coding","protein_coding",6
"ENST00000409400","BIN1-211","Upregulated","2","ENSG00000136717","BIN1",2143,"protein_coding","protein_coding",14
"ENST00000409429","DOK1-203","Upregulated","2","ENSG00000115325","DOK1",1955,"protein_coding","protein_coding",5
"ENST00000409433","PTRH2-202","Downregulated","17","ENSG00000141378","PTRH2",2246,"protein_coding","protein_coding",3
"ENST00000409441","LIMS1-204","Downregulated","2","ENSG00000169756","LIMS1",1627,"protein_coding","protein_coding",10
"ENST00000409458","GPNMB-203","Downregulated","7","ENSG00000136235","GPNMB",1673,"protein_coding","protein_coding",4
"ENST00000409467","NT5C3A-201","Downregulated","7","ENSG00000122643","NT5C3A",1311,"protein_coding","protein_coding",11
"ENST00000409470","USP39-203","Upregulated","2","ENSG00000168883","USP39",2034,"protein_coding","protein_coding",14
"ENST00000409477","ELOB-202","Upregulated","16","ENSG00000103363","ELOB",997,"protein_coding","protein_coding",3
"ENST00000409514","EIF4E2-207","Upregulated","2","ENSG00000135930","EIF4E2",3525,"protein_coding","protein_coding",8
"ENST00000409520","TRABD2A-203","Downregulated","2","ENSG00000186854","TRABD2A",1814,"protein_coding","protein_coding",7
"ENST00000409563","CALM2-202","Upregulated","2","ENSG00000143933","CALM2",770,"protein_coding","protein_coding",7
"ENST00000409565","MFF-207","Upregulated","2","ENSG00000168958","MFF",1548,"protein_coding","protein_coding",6
"ENST00000409566","GEMIN6-203","Downregulated","2","ENSG00000152147","GEMIN6",834,"protein_coding","protein_coding",4
"ENST00000409584","IL1RL1-204","Downregulated","2","ENSG00000115602","IL1RL1",2693,"protein_coding","protein_coding",8
"ENST00000409600","BZW1-203","Downregulated","2","ENSG00000082153","BZW1",6511,"protein_coding","protein_coding",12
"ENST00000409638","STK16-204","Upregulated","2","ENSG00000115661","STK16",2868,"protein_coding","protein_coding",8
"ENST00000409652","APOL6-201","Downregulated","22","ENSG00000221963","APOL6",10065,"protein_coding","protein_coding",3
"ENST00000409658","WDR33-204","Upregulated","2","ENSG00000136709","WDR33",3104,"protein_coding","protein_coding",6
"ENST00000409683","PTMA-204","Upregulated","2","ENSG00000187514","PTMA",933,"protein_coding","protein_coding",5
"ENST00000409710","MRPL53-202","Upregulated","2","ENSG00000204822","MRPL53",386,"protein_coding","protein_coding",2
"ENST00000409712","SUMO1-209","Downregulated","2","ENSG00000116030","SUMO1",761,"protein_coding","protein_coding",4
"ENST00000409724","CAPG-204","Downregulated","2","ENSG00000042493","CAPG",1151,"protein_coding","protein_coding",10
"ENST00000409733","RPL31-208","Upregulated","2","ENSG00000071082","RPL31",825,"protein_coding","protein_coding",4
"ENST00000409735","PLD3-207","Upregulated","19","ENSG00000105223","PLD3",2137,"protein_coding","protein_coding",13
"ENST00000409746","PSTPIP2-201","Downregulated","18","ENSG00000152229","PSTPIP2",3000,"protein_coding","protein_coding",15
"ENST00000409747","CBX3-203","Downregulated","7","ENSG00000122565","CBX3",1717,"protein_coding","protein_coding",6
"ENST00000409763","HYCC1-201","Downregulated","7","ENSG00000122591","HYCC1",616,"protein_coding","protein_coding",4
"ENST00000409765","CCDC126-202","Downregulated","7","ENSG00000169193","CCDC126",2324,"protein_coding","protein_coding",3
"ENST00000409772","PDE6D-202","Upregulated","2","ENSG00000156973","PDE6D",672,"protein_coding","protein_coding",4
"ENST00000409784","RAB1A-203","Downregulated","2","ENSG00000138069","RAB1A",2448,"protein_coding","protein_coding",6
"ENST00000409830","GULP1-206","Downregulated","2","ENSG00000144366","GULP1",3294,"protein_coding","protein_coding",12
"ENST00000409856","CCDC74A-202","Downregulated","2","ENSG00000163040","CCDC74A",1290,"protein_coding","protein_coding",8
"ENST00000409860","NICOL1-202","Upregulated","4","ENSG00000243449","NICOL1",477,"protein_coding","protein_coding",4
"ENST00000409906","ELOB-203","Upregulated","16","ENSG00000103363","ELOB",974,"protein_coding","protein_coding",4
"ENST00000409909","LSM5-204","Downregulated","7","ENSG00000106355","LSM5",740,"protein_coding","protein_coding",5
"ENST00000409923","HYCC1-202","Downregulated","7","ENSG00000122591","HYCC1",3130,"protein_coding","protein_coding",12
"ENST00000409952","LSM5-205","Downregulated","7","ENSG00000106355","LSM5",687,"protein_coding","protein_coding",5
"ENST00000409987","LSM5-206","Downregulated","7","ENSG00000106355","LSM5",504,"protein_coding","protein_coding",4
"ENST00000410006","DNAAF19-202","Upregulated","17","ENSG00000167131","DNAAF19",921,"protein_coding","protein_coding",4
"ENST00000410022","NFU1-202","Upregulated","2","ENSG00000169599","NFU1",898,"protein_coding","protein_coding",8
"ENST00000410026","NABP1-204","Downregulated","2","ENSG00000173559","NABP1",11524,"protein_coding","protein_coding",6
"ENST00000410044","LSM5-207","Downregulated","7","ENSG00000106355","LSM5",687,"protein_coding","protein_coding",5
"ENST00000410049","C2orf49-202","Upregulated","2","ENSG00000135974","C2orf49",854,"protein_coding","protein_coding",5
"ENST00000410062","UBE2E3-202","Upregulated","2","ENSG00000170035","UBE2E3",1555,"protein_coding","protein_coding",6
"ENST00000410074","DOCK5-202","Downregulated","8","ENSG00000147459","DOCK5",786,"protein_coding","protein_coding",4
"ENST00000410113","EVA1A-205","Downregulated","2","ENSG00000115363","EVA1A",1747,"protein_coding","protein_coding",5
"ENST00000411416","PLAC8-202","Downregulated","4","ENSG00000145287","PLAC8",5707,"protein_coding","protein_coding",5
"ENST00000411419","CTBP2-205","Downregulated","10","ENSG00000175029","CTBP2",2949,"protein_coding","protein_coding",11
"ENST00000411539","SEMA4B-202","Downregulated","15","ENSG00000185033","SEMA4B",3780,"protein_coding","protein_coding",14
"ENST00000411553","HCG11-201","Downregulated","6","ENSG00000228223","HCG11",5696,"lncRNA","lncRNA",1
"ENST00000411577","ERGIC3-204","Upregulated","20","ENSG00000125991","ERGIC3",601,"protein_coding","protein_coding",5
"ENST00000411630","DANCR-201","Upregulated","4","ENSG00000226950","DANCR",987,"lncRNA","lncRNA",3
"ENST00000411744","EXOC7-207","Upregulated","17","ENSG00000182473","EXOC7",2031,"protein_coding","protein_coding",19
"ENST00000411839","LINC03086-201","Downregulated","20","ENSG00000226644","LINC03086",536,"lncRNA","lncRNA",2
"ENST00000411866","LZTFL1-202","Downregulated","3","ENSG00000163818","LZTFL1",986,"protein_coding","protein_coding_CDS_not_defined",9
"ENST00000411948","COX20-203","Downregulated","1","ENSG00000203667","COX20",2295,"protein_coding","protein_coding",4
"ENST00000411998","IL10RB-DT-201","Upregulated","21","ENSG00000223799","IL10RB-DT",2269,"lncRNA","lncRNA",2
"ENST00000412023","ENST00000412023","Upregulated","12","ENSG00000293161","ENSG00000293161",1438,"lncRNA","lncRNA",3
"ENST00000412117","ING2-202","Downregulated","4","ENSG00000168556","ING2",599,"protein_coding","protein_coding",2
"ENST00000412146","ZNF140-205","Downregulated","12","ENSG00000196387","ZNF140",553,"protein_coding","protein_coding",4
"ENST00000412227","CROT-202","Downregulated","7","ENSG00000005469","CROT",1213,"protein_coding","protein_coding",4
"ENST00000412304","ALDOA-202","Downregulated","16","ENSG00000149925","ALDOA",1603,"protein_coding","protein_coding",9
"ENST00000412343","UQCRC1-202","Downregulated","3","ENSG00000010256","UQCRC1",1664,"protein_coding","nonsense_mediated_decay",13
"ENST00000412426","ASMER1-201","Upregulated","21","ENSG00000281903","ASMER1",2748,"lncRNA","lncRNA",4
"ENST00000412485","LINC02154-201","Downregulated","X","ENSG00000235385","LINC02154",1518,"lncRNA","lncRNA",3
"ENST00000412494","FKBP14-202","Downregulated","7","ENSG00000106080","FKBP14",703,"protein_coding","nonsense_mediated_decay",5
"ENST00000412505","ARL6IP4-205","Upregulated","12","ENSG00000182196","ARL6IP4",818,"protein_coding","protein_coding",6
"ENST00000412586","ING4-203","Upregulated","12","ENSG00000111653","ING4",741,"protein_coding","protein_coding",8
"ENST00000412690","LINC01191-201","Downregulated","2","ENSG00000234199","LINC01191",876,"lncRNA","lncRNA",2
"ENST00000412754","SLC12A9-AS1-201","Upregulated","7","ENSG00000236305","SLC12A9-AS1",406,"lncRNA","lncRNA",2
"ENST00000412779","RNASE1-204","Downregulated","14","ENSG00000129538","RNASE1",896,"protein_coding","protein_coding",2
"ENST00000413014","TMEM91-204","Upregulated","19","ENSG00000142046","TMEM91",650,"protein_coding","protein_coding",4
"ENST00000413027","RPL3P2-204","Upregulated","6","ENSG00000227939","RPL3P2",1203,"processed_pseudogene","processed_pseudogene",1
"ENST00000413037","TP53I3-204","Upregulated","2","ENSG00000115129","TP53I3",677,"protein_coding","protein_coding",3
"ENST00000413052","MOV10-204","Upregulated","1","ENSG00000155363","MOV10",3641,"protein_coding","protein_coding",21
"ENST00000413145","LINC02851-202","Upregulated","9","ENSG00000236924","LINC02851",919,"lncRNA","lncRNA",3
"ENST00000413382","PSMA4-202","Downregulated","15","ENSG00000041357","PSMA4",1019,"protein_coding","protein_coding",8
"ENST00000413452","DGUOK-AS1-201","Downregulated","2","ENSG00000237883","DGUOK-AS1",895,"lncRNA","lncRNA",2
"ENST00000413453","CKMT1A-202","Downregulated","15","ENSG00000223572","CKMT1A",1579,"protein_coding","protein_coding",9
"ENST00000413748","SCG5-202","Downregulated","15","ENSG00000166922","SCG5",1235,"protein_coding","protein_coding",6
"ENST00000413756","SUMF2-205","Upregulated","7","ENSG00000129103","SUMF2",1171,"protein_coding","protein_coding",10
"ENST00000413761","ZBED5-201","Downregulated","11","ENSG00000236287","ZBED5",2687,"protein_coding","protein_coding",3
"ENST00000414013","DPY30-203","Downregulated","2","ENSG00000162961","DPY30",523,"protein_coding","protein_coding_CDS_not_defined",6
"ENST00000414141","LINC01816-201","Downregulated","2","ENSG00000231327","LINC01816",693,"lncRNA","lncRNA",2
"ENST00000414154","SMIM19-201","Downregulated","8","ENSG00000176209","SMIM19",793,"protein_coding","protein_coding",4
"ENST00000414262","ATP5MJ-202","Downregulated","14","ENSG00000156411","ATP5MJ",842,"protein_coding","protein_coding",5
"ENST00000414273","MTCO1P12-201","Upregulated","1","ENSG00000237973","MTCO1P12",1543,"unprocessed_pseudogene","unprocessed_pseudogene",1
"ENST00000414284","STXBP2-202","Upregulated","19","ENSG00000076944","STXBP2",1859,"protein_coding","protein_coding",19
"ENST00000414306","SBDS-202","Downregulated","7","ENSG00000126524","SBDS",1585,"protein_coding","nonsense_mediated_decay",5
"ENST00000414386","FOXP4-AS1-201","Downregulated","6","ENSG00000234753","FOXP4-AS1",620,"lncRNA","lncRNA",2
"ENST00000414452","TGFB2-AS1-201","Downregulated","1","ENSG00000232480","TGFB2-AS1",935,"lncRNA","lncRNA",3
"ENST00000414461","RBFOX2-207","Downregulated","22","ENSG00000100320","RBFOX2",1706,"protein_coding","protein_coding",12
"ENST00000414468","ZNF805-202","Downregulated","19","ENSG00000204524","ZNF805",10169,"protein_coding","protein_coding",4
"ENST00000414510","PTPA-210","Upregulated","9","ENSG00000119383","PTPA",1153,"protein_coding","protein_coding",3
"ENST00000414584","CYTOR-207","Upregulated","2","ENSG00000222041","CYTOR",772,"lncRNA","lncRNA",4
"ENST00000414676","NRSN2-AS1-201","Downregulated","20","ENSG00000225377","NRSN2-AS1",1443,"lncRNA","lncRNA",3
"ENST00000414706","ZNF557-202","Downregulated","19","ENSG00000130544","ZNF557",5736,"protein_coding","protein_coding",8
"ENST00000414866","DMKN-205","Upregulated","19","ENSG00000161249","DMKN",867,"protein_coding","protein_coding",12
"ENST00000415040","RAB34-206","Upregulated","17","ENSG00000109113","RAB34",1293,"protein_coding","protein_coding",10
"ENST00000415050","LYSET-202","Downregulated","14","ENSG00000153485","LYSET",2373,"protein_coding","protein_coding",2
"ENST00000415124","MPDU1-AS1-201","Upregulated","17","ENSG00000233223","MPDU1-AS1",379,"lncRNA","lncRNA",2
"ENST00000415204","HYAL3-203","Downregulated","3","ENSG00000186792","HYAL3",959,"protein_coding","protein_coding",4
"ENST00000415229","ASRGL1-202","Upregulated","11","ENSG00000162174","ASRGL1",2270,"protein_coding","protein_coding",7
"ENST00000415286","RPS19P1-201","Upregulated","20","ENSG00000214612","RPS19P1",434,"processed_pseudogene","processed_pseudogene",1
"ENST00000415314","GPATCH4-202","Downregulated","1","ENSG00000160818","GPATCH4",1392,"protein_coding","protein_coding_LoF",7
"ENST00000415432","VAV3-203","Downregulated","1","ENSG00000134215","VAV3",1293,"protein_coding","protein_coding",10
"ENST00000415497","CCND3-205","Upregulated","6","ENSG00000112576","CCND3",1843,"protein_coding","protein_coding",4
"ENST00000415513","KMT2E-204","Downregulated","7","ENSG00000005483","KMT2E",685,"protein_coding","protein_coding_CDS_not_defined",2
"ENST00000415557","ACTA2-202","Downregulated","10","ENSG00000107796","ACTA2",1694,"protein_coding","protein_coding",9
"ENST00000415772","SBDSP1-202","Downregulated","7","ENSG00000291152","SBDSP1",758,"lncRNA","lncRNA",3
"ENST00000415809","STIM1-AS1-201","Downregulated","11","ENSG00000228661","STIM1-AS1",591,"lncRNA","lncRNA",2
"ENST00000415826","PLAAT3-203","Upregulated","11","ENSG00000176485","PLAAT3",1075,"protein_coding","protein_coding",5
"ENST00000415914","THAP5-203","Downregulated","7","ENSG00000177683","THAP5",3384,"protein_coding","protein_coding",3
"ENST00000415930","GPI-202","Upregulated","19","ENSG00000105220","GPI",4341,"protein_coding","protein_coding",19
"ENST00000415933","PPIA-202","Downregulated","7","ENSG00000196262","PPIA",863,"protein_coding","nonsense_mediated_decay",6
"ENST00000415949","SEC61G-203","Upregulated","7","ENSG00000132432","SEC61G",732,"protein_coding","protein_coding",5
"ENST00000415965","ENST00000415965","Downregulated","7","ENSG00000223969","ENSG00000223969",520,"lncRNA","lncRNA",3
"ENST00000415970","OR51B5-202","Downregulated","11","ENSG00000167355","OR51B5",1376,"protein_coding","protein_coding_CDS_not_defined",5
"ENST00000416193","SLC16A1-AS1-202","Downregulated","1","ENSG00000226419","SLC16A1-AS1",758,"lncRNA","lncRNA",3
"ENST00000416202","MIRLET7BHG-203","Downregulated","22","ENSG00000197182","MIRLET7BHG",1835,"lncRNA","lncRNA",3
"ENST00000416221","TSNAX-DT-201","Downregulated","1","ENSG00000233461","TSNAX-DT",280,"lncRNA","lncRNA",2
"ENST00000416348","ADIRF-202","Downregulated","10","ENSG00000148671","ADIRF",229,"protein_coding","protein_coding",2
"ENST00000416373","RAD23B-202","Downregulated","9","ENSG00000119318","RAD23B",3835,"protein_coding","protein_coding",10
"ENST00000416469","SMIM19-202","Downregulated","8","ENSG00000176209","SMIM19",691,"protein_coding","protein_coding",4
"ENST00000416560","TP53TG1-202","Upregulated","7","ENSG00000182165","TP53TG1",1495,"lncRNA","lncRNA",4
"ENST00000416575","WDR35-DT-201","Downregulated","2","ENSG00000227210","WDR35-DT",1204,"lncRNA","lncRNA",3
"ENST00000416602","STAG3L4-202","Upregulated","7","ENSG00000291153","STAG3L4",2143,"lncRNA","lncRNA",5
"ENST00000416614","NOP14-203","Upregulated","4","ENSG00000087269","NOP14",3556,"protein_coding","protein_coding",18
"ENST00000416721","RBFOX2-208","Downregulated","22","ENSG00000100320","RBFOX2",1254,"protein_coding","protein_coding",13
"ENST00000416931","MTND1P23-201","Upregulated","1","ENSG00000225972","MTND1P23",372,"unprocessed_pseudogene","unprocessed_pseudogene",1
"ENST00000416961","TMEM70-202","Upregulated","8","ENSG00000175606","TMEM70",928,"protein_coding","nonsense_mediated_decay",4
"ENST00000416967","TXN2-204","Upregulated","22","ENSG00000100348","TXN2",1280,"protein_coding","protein_coding",4
"ENST00000416970","SNHG7-202","Downregulated","9","ENSG00000233016","SNHG7",1114,"lncRNA","lncRNA",5
