R1_H1975 R2_H1975 R3_H1975 R1_HCC827 R2_HCC827 R3_HCC827
SPDL1 908 785.00001 772.99999 280 229.00001 234.99999
STAU2 399 310.99999 296.99998 1661.00001 1130.99999 1172.99999
SLC66A1 522.00001 772 679.00001 546.99999 474.00001 580
CTNS 903 712 875 1175.00001 853 1008
RTN4R 27 21 30 12 19 10
PHF23 1242 1185 1091.99999 1385.00001 1920 1359.00001
CDH10 0 0 0.99999 0 0 0
INPP4A 448.99999 389.99998 434.00001 336.99999 188.99999 263.00003
RAB27B 448 348 425 281 243 195
PSMA4 10967.00002 10249.99998 10374.99999 4750.99999 3868.00001 4747.99999
MYO16 9 10 5 1 3 3
LSG1 844 825 845 556 629 451
PARP3 511.99999 462 478 160 100 147
TNC 2081.00001 1824.00001 2142.00001 790.00002 803.00001 712
THAP3 356 397 402.00001 662.00001 531.99999 710.99999
RIPOR3 8 3 7 26 9 11.00001
TDP1 635.00001 569.00002 583 435 422 412.99998
AIFM2 465.99999 597 462 73.00002 60 48
SPATA7 515 430 474.99999 230.99999 136 212
MED17 215 219.99999 241.99999 241.00001 222.00001 176.99999
RETSAT 610 571.00001 552 261 290.99999 245
CAPG 5202 4691 4683.00001 3025.00001 2910.99998 3573.00002
AP2S1 8638 8359.00001 7897.99999 17247.00001 15395 14058.00002
TG 0 0 2 0 0 0
ADAM28 55 25 41 105 101 83.00001
BARX2 40 57 51 24 9 6
DCUN1D1 1103.99999 775 879.99999 445 291 369
JADE2 300.00001 235.00002 231.00001 542 713 436
ZIC2 129 121 110 65 54 31
LCP2 0 0 2 0 0 0
TRIT1 212.00001 242 237.99999 401.00001 250 357
ADRB1 22 11 29 23 15 15
CUL7 261.99999 335.00002 260 265.99999 365.99999 277.00001
CTNNA1 2814 2492 2592.00001 3869.00002 4396 3388.00001
PHKA2 108.99998 106.99999 84.00001 84 157.99999 63
CNTLN 174 134 124 139 102 129
EPHA3 0 0 1 0 0 1
HSPA5 16880 15597 15261 8296.00001 7513.00001 7434.99999
DSG2 2063 1723.00002 1860.00001 1148 1238.00001 861
GEMIN8 676 541.99999 596 1253 860.00001 1061.00001
OFD1 302 308.00001 378 236 182 172.99999
GPM6B 0 2 0.99999 1.99999 0 4
MAGEC2 0 0 0 9 2 9
WDR37 145 178 115 84.99999 37 48
YTHDC2 389.99999 359.99999 459 156.99999 117 121
CTPS2 165.99999 151 144 182.00001 210 159
ATP6V1H 843.00001 765 727.99999 759.99999 470.99999 569
POLR2B 879 862.99999 669.00001 839 863 508
ATOSA 125.99999 92.99998 99.99999 51.00002 45 33.99999
ARAP2 119 107.99999 101 47.99999 57.00001 31
TPR 2279 2110 2075 1049 1018 951
CP 122.99999 116 128 26.99999 29 52
KATNIP 131 153.00001 142 82.99999 119 80
DTNBP1 212 258 225.00001 482.99999 507.99999 401
XK 0 0 0 1 0 0
ANO2 2 3 2 5.99999 0.99999 3
FERRY3 338 216 309 153 136 146
SCML1 148.00001 145.99999 160 80 63 68
WWC3 621 339 431 329 246 152
ARHGAP6 1 0 0 0 0 0
FAM184B 10 25 5 8 6 3
MAP4 2644 2249 2318.99998 2377.99999 3042 1711
GOPC 470 513 479.00001 254.00001 287.99999 185
ROS1 52 64 79 2 2 3.00001
USP28 332.99998 316.99999 345 260.00001 160.00002 172.00001
HDAC9 399.99999 382 438.00001 350 424 221.00001
TSPAN17 1084 1063 1055 1272 1314.99999 1416.99999
NOP16 3874 3991.00001 4230 4303 2957.99999 3471.99999
CC2D2A 724 586 564.99999 984 713.99999 788.00001
RRM2B 208 146 189 183 127 166
ZNF800 197 170 214.00001 88 83 66.00001
TNFRSF17 0 1 1 0 0 0
SNX29 126 131 108 38 83 38
LMO3 56.00001 49.99998 44 53 42 43.00001
MRPS10 3159.00001 3212.00001 3288.00001 2123.99999 1314.99999 1541
GUCA1A 1 0 0 0 0 0
RSF1 1817.99999 1467.99999 1512 1707 1241.00001 976
VPS13D 201 174 167.99999 341.99999 272 207
CELF2 0 1 0 93 61.00001 35
FAM120A 1407 1153.99999 1197.99999 1448 1849 867.99999
R3HDM1 558 537.99999 522 415.99999 331 279.99999
COL9A2 1.99998 3.99998 8 78.00001 77.99999 73
KITLG 462 406 436.99999 107 105 89
ERCC8 381.00002 419 404.99999 290.99999 178.99999 190
ADAMTS6 371 270 268 17 25 11
H6PD 332.00001 241 307 310 344 168
VAMP3 2127 1867 1742 1431 998 1150
PER3 53 21.00001 25 18 27 20.00001
UTS2 0 0 0 3 0 0
TNFRSF9 189 158 218 47 56 29
EPN3 145.99999 122.00001 144 196 206 191.00001
LTBP1 406 210.00001 309.99999 6 10 11
RCN1 3949.00001 4020.99999 3588 1998.00001 1835 1525
ELN 24.00053 16 15.00012 6 3 8
RFC2 1360 1495 1177.00001 1158.00001 801.99999 1029
ARID1B 471 517 500.99998 424 364 223
CLPTM1L 1282 967.00001 1217.99999 1100.00001 1895 1000
NEDD4L 439.99999 374.00001 403.00001 565 635.00001 426.99999
FOXP3 6 1 10 0 0 3
PPP1R3F 116 118.99999 138 16 41 13
HEXB 1941 2028.99999 1759 866.99999 837 967.99999
PTCD2 350.99999 325.00001 390.00001 257 136 145
JKAMP 2030 2057 1895 619 357.00001 604.99999
DKK3 72 71.99998 55.00001 179 164.99998 107.99999
ARHGEF5 464 303 327 394 698 320
NFE2L3 212 185.99999 220 127 206.99999 101.99999
MCUR1 477.00001 423.00001 300.99999 235.99999 204 178.99999
LIMA1 3769.00001 3100 3519.99998 2689.00001 2243.99999 1734.99999
LETMD1 1880.00001 1899.99998 1835.00001 1827.99998 1374.99999 1566.00002
SLC4A8 31 37 25 88 103.99999 56.99999
LAMC3 1 0 1.00002 51 33 25
PTGER3 1 0 0 0 0 0
TNIP3 8 7 11.00001 10 7 6
MAPK9 720.00001 330.00001 478 375 248 287
COL23A1 0 2.00002 1.99997 1 0 0
BCAR1 433.00001 452.00001 464 386 591.00001 320
FHIP1B 94.99999 129 104.99999 64.99999 120.00001 76.00001
HERPUD1 2438 2463.00001 2401.99999 2102.00002 1792.00001 2173.00001
HOMER3 230 281.99999 254.00001 184.00001 218 185
RAD51 146.99999 152.99999 120 105.00001 114 179.00001
POLQ 70 32.00001 65 26 28 36
PIK3CB 191.00001 173.00002 141.99999 128.99999 129 106
CYBA 6272.99999 6084 6000.00001 12997.00001 16626 16233
THOC3 1544.00001 1504.00001 1349.00001 1662.99999 979.00001 1623.00001
HEBP2 1595 1218.00001 970 858 693 713
MPHOSPH9 119.99999 118.00001 123.99999 121 88.99999 81.99999
PLEKHA5 421.99999 371.99999 402 786.00001 625 471.99999
PRSS8 2029 1858.00001 1823.00001 3956 4054 4090.99999
SIKE1 1087 907.00001 889 932.99998 545 730.00001
RRP12 460 412 517 448.99999 679 371
FNIP2 108 117 110.99999 307 232 243
MSMO1 1192 1173.99999 1113.99999 1092.99998 603 835
TTC17 376 391.00001 423 329 190.00001 253.99999
FSTL4 17 12 14 10 6 14.00001
FOXN3 192 139.00001 138 289.99999 184 134
AKR7A2 1371.99999 1486 1231 1529 1562 1632.99999
MRTO4 1647 1659 1611 2598 2448.00001 2184
USE1 2292 2071 2087 4213.00001 3590 3728
MCF2L2 82 58 80 9 7 3
NRIP2 0 2 3 13 19 8
LAMA3 426 288 337.00001 308.99999 336 256.99999
AP5M1 947 796 807.00001 223 118 204
ANAPC4 311.99999 225.00001 280 159.99999 161 146.00002
KCNQ1 6.99998 1.99998 1.99998 1.00002 0 4
TRAPPC3 1997.00001 1985 1861 1480 1421 1507.99999
THRAP3 4051.99999 3244 3338 2871 2039.00001 1918.99999
PHPT1 7561 7732 7490.00001 18558 14989 16551.00001
ENTPD2 9 9 17 8 24.00001 16
LY75 26 31.99999 52 50 30 48
ARID4B 1382.99999 1119.99999 1113 519 494.99999 291.99999
OPN3 266 216 199.00001 40 30 37
SDCCAG8 1309.00001 1242 1257.00001 538.99999 373 374
PTPRN 5 2 0 0 0 1.99995
HHAT 44 73 56 82 65 39
KIF1B 319.99999 228.00001 260 133.99999 211.99998 83
FOXC1 110 77 77 40 58 26
TBC1D22A 325 261.99999 277.99999 384.99999 515 368
SYNE2 400.99999 304 328.99999 201.99999 281.99999 149.99999
PLEKHH1 28 34 39 37 41 18
ATP9A 1448 647 972 1684 1438 1233
SPO11 1 0 0 0 0 0
CHRDL2 14 16 16 0 0 0
FAM168A 329.99999 262 272.00001 390 447 316
RELT 48 57 52 39 65 38.99999
GALC 446 456 434.00001 110 100 119.99999
NOP58 4361 4554 4501.00001 2067 1470 1893.99999
SZRD1 1572 1586.99999 1510.99999 1790 1530.00001 1570.00001
KCNH2 23 13 31 13 7 9
CUL1 784 695 691.99999 357.99999 369 268.00001
FAM114A2 389.99999 348.99999 365.99999 166.99999 95 115
CYFIP2 18 10.99999 10.00002 29.00001 44.99999 27
TAB2 249 220 212 270 241 165
GINM1 663.99999 634 559 541 424.99999 412.99999
EIF2AK2 2990.99999 2847.00001 2878.00002 1415.99999 986 739
USP36 308.00001 296 335.00001 685.99999 877.99999 383
KMT2C 336.00001 257.99999 302 166.00001 237.99999 86.00001
MCOLN3 188 149.00002 152 33.00001 27.99999 30.00001
CCDC85A 0 1.00002 0 0 0 0
PUM2 439.00001 397.99999 356.99999 221 218.00001 155.00001
MRPL43 3922.00001 3800 3623.00001 4828.99998 2954 4061.00001
ITIH4 24 13.99999 9 10 5 3
HPF1 2750 2289 2296.00001 801.99999 596 685
ZFR 797.00001 749 859 471 275 286
ZNF280C 89 76 72 78 66 57
NPFFR2 1 0 1 4 5 3
TRAF1 20.00001 27 29 21 15 28
RC3H2 321 236 277.00002 207 188.99999 169
IL17RB 24 25 11 25 10 17
TRAF3IP2 630.00001 552.99999 502.00001 627 507.99999 587.99998
GYG2 1 3 2 72.99998 66 49.99999
DCBLD2 5443.00001 5051 5999.00001 3598 2689 2692
SERPINB3 485 417 454 6 0 5
SOAT1 1551.00001 1457 1451.99999 903.99999 719 598.00001
PKP2 79.99999 81.00001 66.00001 88 89.00001 53
MSH4 0 0 0 0 2 0
GDI2 3239.99999 3277.00001 3187 1509 1173.00001 1228.99999
PRDM1 21.99999 18 19 7 7 8
ATG5 1057 1016.99998 1013.99999 526.00001 397 478
TMCC3 119 105 115 110 85 69
PITHD1 417 432 439 331 215.99999 195
MTA3 400.99999 396.99999 407.99998 660.00001 471.00001 498
USP13 163 108.00001 152 244.00003 275.99999 146
ATP11B 341 297.00001 306.00002 69 63 52
LAMC2 1221.99999 1054 1151.00001 2142 2116.00001 2048.99999
CDK14 135.99997 83.99999 98 26 17 24
SEC61A1 3152.00001 2984 2818.00001 2178.99998 2333 2290.00001
PPP1R12A 1106.99999 911.00002 870.00001 708 592 458
RASGRF1 20 7 15 69 62 59
CAMK2B 16.00001 6.99999 11 11 3 4
CROCC 53.00001 29 64 34.99999 44.99999 23
POLR3E 209.00001 241 256.00001 281.00001 292.00002 275
ATP2B4 424 380 411.00001 190.00001 237.00001 131.99999
ZC3H11A 2296.00001 1802.00001 2032.99999 1086 650.00001 742
RIOK2 749.00001 793.99999 773.99999 307.99999 249 283
YIPF1 1653 1675.00001 1927 2925 2869.00001 3139.99999
NDC1 433 364.99999 394.99999 1021.00001 714 816
DGKG 76.99999 56 53.99999 31 22 27
FLYWCH1 264 250.00005 238.00001 230.99992 270.00007 200.00011
UNKL 94.00001 103 77.00001 52.99998 36.00001 38.99999
TBXAS1 120 73 75 18 17 27
PARP12 258 246 323 250 352 186
ALDH18A1 675 661.00001 632 393 559.00001 390
TARBP1 172.99999 220.99999 192 100.99997 73 60.00001
GATB 708 727 620.99999 469 312 493
MXD1 166 212 252.00001 95 77 90
CDK17 129.99999 117.99999 119.99999 81.99999 64.99999 54.00001
DNAJC25 281 263 260 179 98 105
SLC2A3 695 698 543 24 18 30
PSD 12 8 6 6 7 1
CTDP1 88 74 111 121 218.00001 104
YBX3 1619.00001 1460.99999 1539.00001 2344 2551.99999 1546.99999
STYK1 39 34.00001 46 40 33 28
WNK1 2228 1314 1576 1227 762.00002 779
RPS17P5 22 23 21 17 10 17
CCAR1 1175.99999 934 991.00002 508.00002 492.00001 360.00001
OGFR 531 579 584.99999 521 614 437.00001
GNA15 411 479 447 213 339 221
CREB3L3 17 12 11.99999 0 0 0
PIGV 397 378 341.99999 220 157 206.00001
PTPRU 78 63 75 52 49 40
SNRNP40 1080 974 917 810 512 737
RIMBP2 9 7 5 0 0 2
COL11A1 0 0 0 0 2 0
QSER1 149 94 137 65 101 35
MPC1 1958 1878 1745 889 508.99999 759
ACAA1 1185.00001 1326.99998 1021.99997 830.00002 830.99998 826
BCAT1 833 761 778.99999 462 335 289
HDAC7 310.99999 278 325.00001 939 1591.00001 621
LZTS1 1 2 1 0 0 0
PRDM6 0 0 5 2 0 1
SPAG4 918.99999 914.00001 920 725.00001 624.99999 655.99999
NCKAP1 672 517.99999 529 405.99999 352.00001 290
MRPS35 2629.00001 2465.00001 2409.00001 3986.99999 1927.99999 3251.00001
GUCY1B1 180.99999 158 149.99999 102.99999 109.99999 84
SFSWAP 468.99999 407.00001 362.00001 468.99999 576.99999 261
TNK2 86.99999 94.99999 88.99999 151.00001 268.00001 106.00001
MON2 103.99999 85 87.99999 101.99999 81 49.00001
CDH3 4344 3900.00002 4283.00001 3299.99999 3826.00001 3016.99999
ARSF 0 0 1 0 0 0
GPBP1 738.00002 695.00001 667.99999 319 252 303
DGAT2 69 124 80 79 106 104
ZNF112 86 73.00001 91.99999 14 18 14
CS 2255.00001 1985.99999 1847.00001 2168.00001 1601 2040.00001
LTK 0.99999 0 0 0 0 0
MRPS24 18930 17481.00001 16928.99999 17589.99999 14491 14556.99999
ELMO2 208 205 203.99999 126 186 132.00001
WAPL 635.99999 523.99999 603.00001 164 117.00001 125.99999
VMP1 5372.99999 5440.99997 5199.99998 2903 1405.99999 2255
APPBP2 315 303.99999 305 161 152 128
POLD1 146 134 141.99999 512.99998 844 474
SEZ6 0 0 0 0 1 0
EIF4B 5472.00001 4865 4872.99997 4851.00001 3428.99999 3766.00001
SLC6A16 29 19 27 38 6 8
BICRA 57.00001 52 55 93 83 67.99999
SPHK2 143.99999 166.99999 133.99999 127.00001 202.99999 108.99999
RPL18 35342 31153.00001 29317 94072.00002 77199.00001 75790.99998
CA11 315 296.99999 272.99999 234 249.99999 265.99999
ISOC2 5286.99999 5585 5256.99997 5282 4400.99999 5188.99999
U2AF2 1094 980 1007 1170 1334 1200.99999
EPN1 1369.99998 1531 1370 769.99999 1710.99999 704.00001
MED29 461.99999 479 402.99999 1566 1314.00001 1374.99999
AHRR 14.00001 13 2 11.99999 11.00001 17.00001
ZNF275 202 130 164 102 97 88
MTMR1 337 383.00001 339.99999 455 412.99999 300
GPC1 868 757 776 352.00001 508 281
ADCK1 218.99999 197 181 208.99999 168.99999 187.99999
HAGH 714.00001 692.00001 712 395 435 370
RNF4 886.99999 831 803 820.00001 817 626.99999
CASP8 1715.00002 1470.99998 1681.99999 1331 796.00001 1013
LIMCH1 456 447.00002 394.99999 543 467 416.00001
INTS13 583.99999 584.99999 589.99999 630.00001 453.00001 473
TM7SF3 532.00002 531 475.00001 605 498.00002 544
DLX3 69 82 61 32 31 28
SPA17 920.99999 691.99999 756 474.99999 328 375
TSPAN32 1 0 1 7 2 8
CCN5 1195.99999 972.99999 1035 100 85 62.99999
DMRT3 2 4 3 0 0 0
ST3GAL6 60 47.00001 46 75 104 30
ATP2C2 244 202 212.99998 169.99999 161.99999 127.99999
NGFR 7 4 5 3 2 1
CDON 25.99999 23 22.00002 32 42 14.00001
TAF2 276 202.00002 263 102.99999 130.00001 68
HIPK2 1120 757 825.00001 429 382 221
TNPO3 1131.00001 764.99999 748.00001 680.99999 696.99999 413.99999
BORCS8-MEF2B 69 60 87 106 51 128
RFXANK 1763 1717.99999 1668 2152.00001 2228.99999 2105
TMEM161A 1191.99999 1167.99999 1085.00001 1372 1345.99999 1635.00001
LPAR2 777.00001 851.00001 773.00001 482.99998 517 435.00001
CTSA 10358.99998 9281.00003 8723.99998 5523.00001 4661.00001 5725.00001
SUGP2 289 264 295 256.00001 249.99999 180.00001
SLC12A2 243 220.99999 232 242 204 246
SNX24 737 765.00001 796 601 425 475
EYA2 1.00001 0 0 0 0 0
CNN2 6188.00003 5890.00001 5068.99999 6736 6374 5271.00002
ABCA7 2157 1943 1860.99999 1612 1382.99999 1114
SNCAIP 2 3 1 3 2 5
DDX20 130.99999 112 132 131 118.00001 109.99999
BTBD1 707.00001 570 605 243.99999 180 205
FAR2 4 1 2 41.99999 46.99999 35
BCAS1 1 1 6 30 29 24
CHI3L2 49 44 40 228 144.99999 213.99999
SBNO2 266 257.00001 255.00001 309.00001 515.00001 232.99998
PMS1 375.00001 377.00002 391.99998 213 163.99997 188.99999
HMG20B 1394.99998 1689 1415.00001 1424 1623.99998 1494.99999
CALCRL 37.99999 20 24 1 0 0
TAF11 996.99999 934.99999 955.00001 898.99999 824 684.99999
ANKS1A 287 144 239 280 420 210.99999
AP3D1 2777.99999 1892 2251 1819 2697.00001 1186
ZNF76 186 223.99999 188.00001 218.00001 188 169.99999
NHERF2 133 132 133.99999 953.00001 1883 790.99999
NTHL1 965.99999 915 734 3153.00001 3309.00003 3045.00001
BLTP3A 149 118 125 155 154 99
GNAI3 1062 1074 1028 1162.00001 782.99999 991.00001
IPO5 866 604 705.00001 800.99999 759 576.99999
OAT 6354.99999 6071 5709 4724 3020 4652.00001
WDR3 579 466 502 564.00001 499.00001 433
PKN2 622 609.99999 665.99999 1054 893 661
WDR18 869.00001 1079 818.99999 667.99999 841 811
TRAM2 219 192 217 89 122 56
NTN1 214 201 235 116 95.00001 68
GLP2R 104 90 82 3.00001 0 1
MCM10 92.99999 82.99999 66 24 32 21
DGKA 682 655 603 291.99999 306 331
ERBB3 470.00001 362.00002 375.00001 639.00001 767.00001 487.00001
ROPN1 1 0 0 0 0 0
ANKRD44 31 13 21 34 29 18
KARS1 4093 3392.99999 3347 4680 3706.99999 3789
ADAT1 699 578 597 468 373.99999 236.00001
PDIA5 330 315.00001 276 224 164 185
TBC1D22B 114 71 83 107 152 106
NDUFB4 19417 16203 16314 29155 13554.99999 19101.99999
SPEN 805.99999 597.99999 611 571 443 370.99999
MYLK 688 455.99999 528.00002 243.99998 262.99999 110
ZC3H15 4968.00001 4682.99999 4662.00001 3989 2498.99999 2932.00001
MAP2K4 410.00001 334.99999 328.99999 267 254 233
PACC1 521.99999 572 591.00001 275 156 252
SNAP91 0 0 0 2.00016 0 0
SLK 782 582.00001 680.00001 217.00001 277 183.99999
CYB5R4 195 163.99998 159 90.99999 77.00001 74
COL17A1 1409.99999 1474 1616.99999 699.99998 626.99998 709
GSTO2 3348 3117 3199 477.00001 300.00001 459
SEC61A2 115 119 100.00001 23 21 13.99999
TLE2 108 90 88 129 210 108
ASB1 437 488 388 371 427 367
FAM107B 319 262.99999 314.99999 135.99999 168.99999 113
ME1 466 440 395 248 183 155
TBC1D1 409 363 343 449 500 327.00002
CDK13 295.99999 246 272 157 143.00001 64.99999
MTHFD2 3835 4380.99997 4186 4258.99998 2640 3437.99999
SLC9A7 415 290 329.00001 120 181 103
FOXJ2 311 215.00001 268 383.00001 434.99999 317.00001
YBX1 13003.00001 10846.00001 10805.99999 35716.00001 25924 23101
PDE4A 317 248 250 320 396 210
PPP2R5A 266.00001 180.99999 191 192 185 164
CTNNA2 1 0 1 0 0 0
ELAVL1 600 510 511 752.99999 865 700.99999
TIE1 0 0 0 1 0 0.99999
DIP2B 456 327 346 119 101.00001 79.00001
SMARCD1 566.99999 463 561 644 915.99999 581
KDM4A 314 356 294.00001 674 778 577.99999
NFYC 797.99998 896.99999 820.00001 2052 1309.99999 1796.00001
ZMYND12 59 56 53 5 5 3
SLC9A3 875 575 749 484 260 370
NGEF 260.00001 227.99999 229.00001 491 515.00001 441.99999
ASPM 181 155 132 152 243 119.99999
ELOVL1 2152.00001 2172.00001 2126.99999 3723.00002 2654 3750.00001
SPI1 1.00002 1 3 0 0 1
POLR1H 1516.99999 1446 1557 2569.99999 2016 2097
CLDN18 4 1 2 0 0 0
ZBTB11 118 122 121.99999 86.99999 89 63
ATXN3 674 654.99999 642.00001 408.00001 308 364.99999
GOLGA5 872 758 756.00001 253 168.99999 209
FGFR2 13.00001 6 8.99999 25 12.00001 21.99999
LRRC40 150 163 111.00001 157 111.00001 142.99999
ISOC1 334 416.00001 277 453.99999 301 320
EML1 180 151 149 6 7 1.99997
TRMT11 195 213 162 213 140 195
THUMPD1 975.00001 782 857 411 299 304
MSANTD3 1579.99999 970.00001 1114.99999 808.00001 444 653
KIF26A 1 0 0 0 0 0
ATG2B 206 168 177 63 63 46
ARFGEF1 587.00001 462.99999 541 617 857.00002 528.99999
ZFAT 41.99999 39 29 167.00001 202 104
MTFR1 5160.00001 2224.00002 3153.00001 890.99997 449.99999 638.99997
STAG3 68 8 7 12 7 1
FECH 251.00001 222.00001 199 240.00001 202 259
MYO9A 271.99999 239.99999 242 330.00001 160.00001 177.99999
PFKP 3177 2858.99999 2663 1593.00001 1548.99999 1543.99999
IDI1 964.00001 890 803 272 208 222
SP100 2080 2166 2060.99999 1329 1038 1209
KLF6 8030 6069 6988.99999 2967 1662 1804.99999
PLPP1 412 410 357 258 185 238
NEO1 153 143.99999 126 70 96 57.99998
TRAM1 3052 3068.00001 2785 2028 1366 1340
PHKA1 259.00001 227.99999 230 175.00002 306 146.99999
TNFRSF1A 1698 1653.00001 1474.99999 1301.00002 1484 1437
CACNB1 46 46 34.99999 41 34 37
EVI5 151 170.99999 169 73.99999 76 55
STOML1 115 119 145 93 75 83
PKM 41235.99998 39057.00001 36063.99997 19800 21386.00001 25975.99999
DHX29 2751 2366 2730 866.99999 576.00001 595
DNTTIP2 1624 1371 1486 1330 1077.00001 1200
METTL22 543.99999 529.99999 529.00001 487.99999 409 484.00001
TP53BP1 822.00001 624 751.00001 769.99999 890.00001 550.99999
TRO 1 0 0 1 0 1
RRP15 3323.99999 3478 3799.99999 2046.00001 1562 1720
RHOA 15800.99999 16094 13897 12360.99998 8583.00001 11122.00001
DHX8 534.99999 457 513.99998 664.00002 797 575
PRKCZ 275.00001 300.99999 208.99999 373.00001 665.00001 244
IARS2 1766 1541.99999 1628.00001 969.99999 995 715
SYT1 488 438.99998 455.00001 321.00001 265.00001 200.99998
NAV3 72 74 45.99999 28 31.00001 24
IDH3G 4801 4348 4002.99999 10802 9589.00002 9886.99999
ROGDI 457 520.00002 446 456.99999 458 467
PDZD4 0 0 0 0 0 1.99998
ROCK1 419 403 427 203 258 169
CBFB 622 575.00001 619.99999 318.00001 224.00002 271.00002
PDK3 441.99999 361 323 254 233 217
HYAL2 774 760 634 574 523.99999 621
HDAC4 103.99999 80 100 111 88 80
RASSF1 329 370.99999 439.00001 184 181.00001 181
FGFR3 15.99999 17 15 30 16 21
IFI35 3319 3247 3323 2295 2030 2604
HEATR6 244 274.00001 273.00001 175 219.00001 121
COASY 1589.00001 1557.99999 1436.00001 2061 1902 2005.00001
PLEKHH3 92.00001 71 78.99999 109.00003 156 88
MEF2A 250.00001 231 236.00002 117.99999 120.00001 96.00002
OTUD5 489.99999 351.00001 386 425 732.00001 304
TFE3 660 647 703 250 308 218
TBC1D25 161 186 169 131.99999 168 118
ACSL4 800.99997 735.99999 662 609.00001 623 444
INPP5A 179.00001 189.00001 188 123.99998 104.99998 105.99999
GPKOW 1005 1006 943 767 564 685
GRIPAP1 791.00001 714.99999 720.00001 636.00001 522.99998 398
FTSJ1 1915.00001 2006.00001 1854.00001 1414.99999 1087.00001 1383.00001
PRR11 2583.99999 1565 1549.99999 2720 2419.99999 1090.99999
REEP1 0 0 0 3.99999 5 2.99997
ATP11A 195.00002 158.99998 191.99999 292 257.00001 191.00002
POLR1A 432 417.99999 454.00001 578 802 334
LAPTM4A 9103.00001 8978.00002 8678.99999 6536 3361 5845
TTC7A 287 219 244.00001 415.99999 510.00001 319.00001
IP6K2 1798.00002 1599.00001 1589.99998 1556.00001 1144.99998 1465.00003
SRBD1 336 219 307 224 194 162
KIF2A 1059.99999 972.99998 1090 1043.00001 1001 708.99999
RASGRP2 20 24 23 14 19.00001 22
PSME4 378 253 322.00001 291.00001 323 197
IFT80 170.99999 156 151.99999 95 117.99999 95
SIRT2 448.99999 458 425.99999 690.00002 509.99998 833.99998
ERLEC1 1260 1174.00001 1205.00002 665 554.99999 562
PPP2R5B 96.99999 111 119.99999 91.99999 80 91
PYGM 3 5 3 3 1 0
PAGE1 0 0 0 0 1 0
PITX1 124 104 121 120 316 104
MAST4 206 138 181.99999 70 97 44
ADGRF5 61 57 43 5.00003 5.99998 9
SDK2 2 0 0 0 0 1
NUP133 434 369.99999 391.99999 214.99998 274.00001 172.99999
NUCKS1 5053.00001 4497.00001 4561.99999 6384 5364.99999 3333.99999
VPS35 3057 2614.99999 2534.99999 2457.99999 2071.00001 1801
DNAJA2 3091 2630.99999 2707.99999 2929 1640 2127.99999
BCL3 1009 707 823 870 998 544
KCNAB2 112 87.99999 91 144.99999 140.00001 93
ABCC9 42 32 34 37 27 9
GAL 0 0 1 684.00001 635 552.99999
CLEC2D 74 63.99999 79.00001 95 71 48
FUNDC1 1728 1459.00001 1536.99999 611 378 515
MAOB 43 42 26 0 3.00001 0
RORA 4 6 1 124 68 110
DRD4 1 1 2 2 0 0
TGFBR3 12 5 13 0.99996 3 2
PLA2G10 54 36 40 534 491 549
HES2 919 726 860 29 21 17
ATP1B3 4575.00002 4616 4359 2184.99999 1632.00001 1791.00001
NEDD4 207.99999 177.99999 246.99999 173.00001 121.99998 95
PIGB 413 384.00001 382.99999 178.99999 82 193.00001
MAPK6 315 299 308.00001 176 211 125
GNB5 781.00001 680 592.00001 307 260 275
RAB27A 1382 1447.99999 1198 265.00001 252 235
HDHD5 505.00001 552 479.99999 622.00001 686.00001 601.99998
UFD1 3282.00001 3337.99999 2922 1504.00001 836 1172
LRP6 126 81 102 116.99999 140 85
GUCY2C 2 0 3 7 5 0
SCT 0 0 0 0 1 0
PHRF1 166.00001 116 163 121.00001 194 97.99999
ELP1 281.00002 218.00001 284 209.99999 182.99999 130.00002
NUCB2 7395.00002 4867.00001 5510 858.00001 661.00003 835
PFN2 1998.99999 1972 1795 1400.00002 695 1177
PTPN3 237.00001 159 192.99999 408.00001 298.99999 273.00001
SPTB 22 17 19 216 266 134
DAPP1 397 362.00001 549.99999 209 126 216
SLC44A1 720 423 595 506 431.99999 335
TMEM260 148 152 135 95 118.99999 85
SMG6 478.00001 354.99999 348 262 337 225
EXOC5 685 441 451.99999 186 210.99999 145
CLTCL1 63.00001 39.00001 51.00001 57 82.00002 50.99997
FGF22 1 0 1 2 1 0
FSTL3 545 663 566.00001 161 206 106
DGCR2 581 556.00001 588.99998 446.99999 587 380
RNF126 504.99999 652 545 436.00002 461.99999 521.00001
MNT 461 500 476 531 571 341
ZXDC 301 220.00001 142 219.00001 219 170.00001
JMJD6 491.99999 482 391 514.99999 431.99999 479.99999
POLB 711 579.99999 576.00001 457 288 370
ST6GALNAC1 1 0 0 523.00001 419 481.99999
WIPI1 232.99998 311 246.99999 96 84 71
GBA2 147 121.00001 134 163 184.00001 133.99999
NDST1 579.99999 445 457 285 441 241
